id,SalePrice
1531,165915.98116778868
2210,164115.88751285773
459,350923.45706100063
556,118672.2719619147
1347,127848.90335508733
1290,70661.07437142605
1388,99039.79096325808
1571,330812.30577608256
2754,208301.04237772993
765,148248.41869994745
2494,117063.72556693928
2870,204836.61577089306
7,245694.5606697902
1114,251584.6576076189
2418,267020.19584723556
291,137513.78931588522
18,384591.8433109395
39,376148.09515581676
1001,286987.6139215328
2442,220690.68189458392
616,119876.24109848993
2680,48823.68135454587
1414,127736.96977617042
289,137811.56317053473
40,260045.3093055816
860,126924.10586190861
409,133944.9923056449
673,150393.1638629962
2427,200257.2152172507
2036,194078.39697559542
2564,146720.12467847555
642,167198.6415569962
1008,182447.4766844916
1908,147536.6238035351
2519,223690.18962727656
1369,88971.7554966928
2855,167352.8743319124
712,82621.36023849784
1943,118953.22280741874
1958,128664.51291385505
107,184843.53532434645
2295,201574.56306484304
704,84778.65037443799
676,132490.63703457208
259,178630.44648194104
93,291652.2741807242
106,231767.77295697713
2315,181027.06012986065
1050,101477.7070501325
1095,216800.59162887867
2709,146392.8285623105
758,141935.92080955152
1496,164320.75772174046
2370,113787.22180153879
2458,286872.1981647966
2733,136599.7357241854
161,249362.2495683026
726,150414.42827315157
845,204337.1558322222
947,236421.79136461773
2232,116054.82881976955
2563,170405.32063231897
2299,127042.16158222784
211,116602.97092274853
605,166687.75849711333
1478,217724.18694270335
2247,266660.5306962303
2274,220749.1115754644
2869,189531.08541795288
967,205957.1627364646
2656,109274.39842312837
667,204591.12702149936
1042,112460.89756483832
2023,152992.95013633635
2447,387030.95134578244
2055,147065.16021979746
2275,310188.08427752834
2204,170396.961562828
1563,279824.45356494613
483,236016.76053561264
796,136850.53806362418
1526,146148.88517841347
2042,160474.99177458213
442,354673.269408462
1693,343321.9544346055
1468,217136.16889867422
1430,201153.33312492445
2605,168308.98630178126
1529,179619.68091533234
335,124453.02056717032
1287,125270.49635684995
31,94925.67597039367
1785,300450.9271768647
82,156204.81604351324
2620,134096.74838623227
252,185255.30164082974
721,75149.98229409195
2165,191052.67184014188
2316,204042.63391852923
775,132521.3082966445
1558,115813.57511307101
17,203257.37101177633
1022,212093.9131067227
925,134449.98944898573
438,291332.7367580656
1270,136460.38351683546
1272,111513.08232902596
215,153986.44570685053
266,220156.2738609231
2402,291532.3612516094
1250,126580.35809722825
1984,113461.16210364932
1279,144844.32959889004
377,223659.49687559227
1252,149822.56861423398
2156,246022.55044870294
499,327005.8510764064
1374,131724.19845335736
2898,223783.24367044176
401,108839.65378698848
2721,179656.2252128849
2078,226426.18103668833
2589,130732.69666035906
1946,228413.94633338286
1334,124813.61661759319
2781,212406.42213146345
431,386483.98454701423
576,213056.97615724828
1474,206565.79237449588
2254,139532.46135274743
2155,264532.10090302967
885,115454.03139417409
643,135866.80503338165
1944,120809.44149149366
480,204654.80324640428
2845,89856.49708622436
2387,331517.99396865803
2407,231740.04765626276
2527,171137.56703715114
2514,158635.41216661234
629,173056.47263414666
80,195638.7701588164
1876,132146.1752261168
1546,118307.49132496683
2518,164722.99895965972
2347,160438.37853389597
783,226784.8960393418
1322,53634.640835604936
194,66212.60361729629
1770,298640.5909350393
2143,160419.1293848175
1229,223998.28482086756
511,253740.04452817075
46,250639.65240163775
1348,179525.29559103143
2465,200400.45893904407
387,227626.42197634288
873,210159.4080405781
1918,135926.9869428508
2764,234194.43116145386
2184,147800.70766058326
934,142278.8658801476
1920,130861.22579053811
2631,152212.80424154038
1768,510363.6403791476
2040,110559.77669481881
1749,216831.14427716943
834,237709.3276911283
1457,217915.7784491143
79,123157.60606971575
2302,124072.80816864833
1817,135595.96634722617
2755,227349.74458120376
359,182952.89653167085
2059,107036.84644730893
2092,232229.70566901736
2516,207885.99438767703
150,120809.49551566839
1656,156125.87990649109
83,94709.01507694698
2411,193860.8384859822
795,71459.83418036989
2312,217875.20965021453
2917,103789.12532629987
1624,181710.72235977807
2215,262974.8615074117
1211,150930.76092141718
1485,173565.95245055828
1024,179507.1754720091
570,193923.8815383755
2874,135640.69353303147
700,134232.96764710985
2756,208907.24203991776
2022,161905.54166578827
583,220137.23144311644
2392,381626.97151778947
2424,179165.1214413139
212,115491.19722400932
736,117647.83096531578
1610,178974.7749483552
890,115139.53867666061
467,182342.89789498833
578,226203.3807774198
1747,207256.21931578888
1149,160848.1143772448
2758,238556.48251191527
857,130745.98377039825
2219,236314.43652274605
733,128934.55305945568
2909,107632.43837734051
1798,246100.09980284848
235,157997.5630408833
2366,126362.04882004461
1027,132390.98713847896
1195,144599.99453434433
1303,30219.288392234506
148,185313.31398529478
608,156502.63199571395
2515,189657.6667320569
821,295097.9976307493
2500,277850.993176545
745,102983.85754705049
741,119125.41094161331
1611,160740.73935595952
2532,132989.6586478999
1081,231151.4279791087
1692,414521.59246306575
2520,196074.33002700895
276,115723.30877230625
1992,119374.30993241278
663,41925.9104679685
418,129508.20871992677
1733,209963.43793407248
2359,145860.56438814168
253,180138.99418232264
1518,178718.97964260264
2035,128333.27817852945
2919,66411.38128061692
1540,231854.5741436455
2120,141622.78532766667
1674,175963.43536752605
256,148680.92007475786
2361,93183.84114758176
978,78923.19562736036
2280,173803.57268782047
2095,214030.50063751856
1709,334816.3921922989
2801,228721.91244395572
1246,108149.78359898464
2373,106250.63450132444
1055,309432.2928303224
2017,118802.80263455026
1099,291026.234538065
1344,77786.69787054876
835,204647.3047986233
1117,216514.1159306281
2043,77444.86115394786
2085,127975.63267679275
410,146566.1284115173
2650,107628.44491629311
2867,173049.3047723385
1668,108298.40689371328
1161,166228.9165229395
2122,174259.2528281959
2539,140687.1260169205
1047,133789.36501299663
1445,126417.81912288326
541,125140.19137584674
569,212813.02652704652
1276,133103.04105896852
918,154976.89264407713
326,168058.6087955514
1936,124911.34965004816
895,99683.74808129935
257,157338.98048217077
1241,176494.4894856753
1545,109604.53187042913
1189,168992.14338603735
270,147219.08004091255
2066,211449.098061892
693,111260.47781152172
1259,169010.11671993913
2916,154753.88998866166
2321,281381.9041118963
1977,106366.54288204777
1895,145698.32497036777
1240,161039.89417891548
85,148274.80691323034
1823,139930.43726468438
825,288323.8727160654
110,215551.8734783107
697,127890.01956720444
2297,98979.06387556792
1231,134699.69935257448
1355,129596.6763792325
968,334113.74456452276
584,220427.83255840387
1315,106233.23151113997
1606,141952.65561030476
206,122598.53543992538
1685,379219.7962644262
2016,135865.46684909117
869,200883.28162549128
2135,119563.22290678622
2346,188200.37976941728
2430,239159.4174916089
2198,92573.74182578952
2652,119455.92805105864
27,114083.23612704895
241,167949.34049833697
906,130132.3501907702
1506,125295.98259834686
2098,350950.4383469013
1435,223095.5481154956
2213,148457.87530551874
1274,142231.6975146683
743,55250.95031896664
1737,200310.66468010537
2797,260993.92480469914
2185,86690.98157494396
58,185952.12209938077
830,195393.7396181678
808,134221.60774582918
680,156059.03108507756
1153,111553.8947313649
1291,139123.29559199963
1818,170486.70872024182
2161,196975.0233769264
1883,119020.4000585549
350,339904.3800337212
2473,151348.07624253343
295,177697.11038530612
293,197251.592321125
859,132313.91517977428
288,63191.794181101635
1578,152974.30274871815
102,182497.48998218507
2831,151967.01125908096
1030,160312.5060601135
2551,133517.690643893
1286,145817.44817216578
958,346558.6046881345
776,129979.7840205995
72,230309.70312015252
2263,267882.7831834594
1866,153735.79056174523
2876,75602.20617112015
2146,235386.96705884428
103,179766.7678237833
1500,155734.95787736573
492,189077.17460308963
167,130987.6665138078
2597,111072.75554185137
2685,99021.79345186813
1035,150482.6674799696
1220,54936.30058737971
2602,151762.48957988198
2159,209626.25836928276
695,151818.57818207899
1109,278198.9151518479
640,198001.60588094633
1652,152076.2823596732
2090,181068.58901020684
1188,175510.59965620312
2345,226092.82927676378
1059,394556.7986424106
2751,224256.49776378242
128,203713.2523220912
1523,203730.20031193382
2925,168832.13457734764
2145,255127.4396129508
1121,214859.11423037673
566,245375.7368444564
565,253934.0129949664
1331,129243.85480006872
2928,112210.28703403988
156,141946.27629884126
797,160643.3418227468
327,80697.72867229428
2859,138034.43984737966
1453,109900.97147619486
1762,335738.3111703722
1868,190788.2694289702
1760,180775.35837365437
1113,229388.97552734765
1812,186761.42382176316
117,153723.09156328577
1142,200470.06699339589
2342,412514.1388373883
927,140067.47034456625
2478,181414.232903241
655,82029.55406229476
2064,119737.28975023846
369,287780.0941011671
2239,112272.60996162257
2732,210248.86389141864
1653,153169.96492161474
959,247821.45246244938
2395,355721.1458823836
1412,107942.5576524979
271,241725.86997009997
1484,158007.3413158489
1497,147782.672426021
552,168122.48298710323
2,119843.47979847103
1855,262301.963298663
4,250433.98049610632
2292,162389.26093086082
134,135842.70229108713
646,130852.10352018836
42,326743.53012206015
532,208317.24009280477
713,102048.71953622265
2561,127876.13173141325
2360,140024.1395857965
1333,109392.11045709801
1407,230196.13937899366
2892,288671.79972005496
574,214121.4458307269
1227,183424.33998255388
2591,229327.85812463684
1476,206847.889248754
1125,269435.96153693495
1446,126801.42962938058
408,102656.55780203399
1101,303191.1851106382
2251,186036.76527953046
373,186554.7633761787
2554,120186.64811177592
2382,264163.6438794132
1985,81803.24997631555
519,223598.47984071824
1093,192315.86695289152
864,240607.36927937422
2889,159915.50887597323
2308,187506.31367451051
986,158593.0495554313
1302,139975.7958493041
585,158045.20207467262
2708,143124.37905753916
147,129144.19472940896
1441,214743.7382118528
383,177027.921357309
285,156283.65064275966
181,101854.48962206763
358,181428.18952228286
780,171040.55184987676
258,194684.68708134457
1865,209927.9194025383
692,111959.76997255269
2902,330967.0468725503
508,229775.748792465
2638,127701.40687148666
36,151107.77347113378
611,179355.55529916045
2281,163210.33247961145
1678,128584.9798320776
1696,437789.7592253376
1557,82740.73240196845
2180,163163.7230371845
1726,249985.1321840004
951,148454.52553753118
267,217971.69224820592
2706,135246.61035969504
2221,217938.8293134726
1357,174430.7097541372
2901,307759.49592761433
347,185942.01870363895
2164,193340.2978506293
1586,296490.40759013215
360,155170.12448192784
1769,260874.54484992012
2617,173513.36048883485
1879,145486.47858611122
991,210720.6548821705
1535,123555.76810004664
1191,146504.64897170762
1579,226874.6249103882
1882,138422.89265430148
1510,123667.99150334903
2196,171150.2853145762
1845,170457.07836788817
2336,404819.460284497
942,77952.4921781464
861,120941.59617593573
2555,101614.03244896421
1392,153942.61520126188
2099,250828.38327864982
1543,117076.2873291588
948,278988.55652813707
1239,155066.96187219612
22,198795.03560983052
2796,222845.12422707304
2747,174891.5362159249
92,301933.77099721646
210,164226.87277995725
1858,221229.93643362698
2228,181257.05884346084
447,234657.7507404008
827,228176.1072910522
1649,214455.76995047936
682,124273.96745591925
2698,98039.63713375316
494,182132.78021963878
214,86949.61517657762
2441,242757.50281898552
2679,86349.3061095557
1336,128485.43587856612
465,194319.32558118552
1524,129771.3008876438
2543,120533.68690306769
631,126082.38776539895
2452,326816.9256973725
228,172547.85821877007
126,169396.76451329573
1092,249089.10625115168
1122,222168.79498928416
932,206443.04937613325
1980,91183.32419230643
2171,116404.25408547523
551,152002.57473783477
2768,171235.3034779979
2056,106248.40632517556
1159,368303.6229014558
2645,135237.77292653243
1174,187401.04694600328
2266,205967.50263199053
2462,358805.06962883065
1219,139341.2494658248
2922,196320.3234975795
118,145358.87071983414
474,179832.61776511
2576,145289.57521458608
872,290349.8489893705
1077,236947.85677318086
1536,133702.9008570247
1150,132542.3730450175
2341,321007.8085523209
1931,146847.11539571977
2785,134168.06434103844
2538,122260.6860678948
597,202330.34744446908
464,205349.37309312692
233,227901.8430206849
2169,147215.62261738756
2123,175825.32852320248
1867,163338.98197625563
137,249083.15576489223
515,233289.80002459878
933,114036.89736242955
2784,173852.06826871764
972,190409.53694593612
599,162455.9797960057
2614,127070.14512592094
2582,157417.22660525303
1409,166216.26478828696
175,80921.68635864534
352,243671.69187786017
976,88790.52398047884
2134,191553.71686912928
984,110359.24163233928
2396,382152.41929350735
1673,154663.83008235315
404,119657.60127518282
607,161477.67830770608
814,168193.5762097411
868,189901.82133209758
2271,203793.50318249172
1633,254036.98477379163
337,188628.53179974578
2765,174865.22911704186
1746,237045.1670397021
368,340548.41695715976
2806,199642.18194413913
1662,184621.42431853272
1234,209795.71625690436
1373,134808.69506700517
1672,102762.42723855458
1939,126391.56763349006
