id,SalePrice
1014,195310.02243732565
1507,100102.14133896277
702,142002.13353463978
750,137730.36135511112
261,145102.8715631896
1559,78724.58086163262
577,221571.5727788704
2812,199349.36346018035
2080,158907.76466636074
1368,114660.19401315146
2376,125495.58599931755
659,113565.5702173619
1235,124560.41330986933
332,91714.30365756109
1917,150989.79595386932
2094,263108.5755667584
1460,267109.6157025749
1471,209302.99486789794
1509,131069.88724473228
1922,143983.4739465352
433,498683.06962128973
460,242515.92157194266
1116,265816.416649042
1137,186809.4014897805
53,160479.24611899978
2354,265635.5601552247
1475,194352.38187422906
1761,601155.4343467335
842,148553.3840339025
2739,158448.563757944
2509,136946.77079390857
1007,203029.0255245143
2610,180509.051309674
1952,73219.47380092161
2719,161802.622019401
2921,95680.77433887373
1966,132982.6324981267
292,115811.3661783248
1204,210391.03204657554
1829,254908.15173140902
2419,177152.82248604417
391,154703.68311015778
798,111262.36442863685
481,203251.5398935922
193,212567.35495734971
555,114398.16172109777
899,83709.44214911453
2357,184435.7819620103
328,126388.232659932
1356,117770.64538015351
1154,111810.01409488497
1730,173139.65033037463
2249,152405.71534025486
1119,281161.4813608193
2856,139542.8597348713
1394,145228.23623282663
2587,105478.3260058537
61,321046.4393282993
2661,205046.93342840218
2711,130835.39923748982
1147,185821.0072167186
757,124638.87928492471
2623,83153.76877915513
2378,132139.2581726046
1413,134605.45557101938
1722,208441.44778283586
1112,213356.98410680072
1623,198112.25993936133
1201,189304.88050899928
1513,117386.21812250803
957,138308.4794314729
1171,284185.9630262853
1145,201413.9555427863
2726,258270.33111142542
703,149430.01351330333
760,86891.66436892553
1964,138240.74254624543
2512,167254.8291737798
159,158878.02130794976
1281,173065.81591659252
468,180790.4660668184
290,113046.16197350399
665,87672.96245677528
1463,265070.1587410059
1792,224566.60219739325
923,143098.97653781736
500,297569.93156182684
1408,172838.97064562386
331,83662.70300129335
170,107830.3405033169
2192,101669.33923119788
2571,328984.4742367195
2314,179868.3650373398
2647,84708.22977879966
422,456179.3089351166
2457,342620.6379096152
1838,191376.3902340481
2805,256234.5723063043
1645,159117.9810511629
1711,301128.6536957475
2825,258737.88707523744
322,326335.02971592755
2103,267353.53024194826
342,130538.59299050028
600,110610.5087509755
488,189308.12837862805
1725,294244.93334508257
2246,288153.0490791513
2847,179397.26464771802
806,265801.0434454717
530,236549.56070896407
963,197220.11564115118
2678,83871.03526083642
171,92481.77302650825
2401,455613.3810188058
805,232331.81740464794
2259,236843.6757525386
1748,166812.85819610275
1361,137300.10001442203
1677,119952.44882386705
1406,161225.67892308917
2322,240415.93580279453
688,157963.7403048881
143,135067.55889350816
804,209232.17922788835
1214,165763.63140753924
2828,146117.86437203348
1999,206320.31744893664
2467,178508.5842140873
2665,138008.8262156332
1538,383517.9166094045
398,110976.12330192034
2822,142280.06874045075
2157,144975.0373694008
1856,169739.65616043663
1269,85420.74288614001
2570,123337.29821900217
2320,239271.8890570611
1517,123216.97565967817
2304,128439.62615069491
1312,97340.4719323154
2012,126040.29528682775
506,249919.14151774292
2865,192335.08101281
2367,99526.88743966894
554,89963.37865112376
238,131398.44790683736
1954,108738.59945778205
2488,134899.525938734
2291,94008.05074946216
1969,86741.83766848437
2725,160638.9003271373
1482,156121.58615550058
2763,195605.87802313827
503,245892.04323838928
1584,260649.74372969748
1531,152920.37533717047
2210,171829.91734889534
459,318905.6409483587
556,134944.67993674742
1347,135663.07228794091
1290,75839.51954641912
1388,109783.55969379225
1571,234296.1319168973
2754,191718.08148795183
765,145408.3554005009
2494,131478.7884559532
2870,185913.00570755624
7,210690.75055701807
1114,258721.98914719585
2418,289158.27842033154
291,144899.54639243727
18,364960.15891723556
39,372819.569952548
1001,255149.34174229865
2442,236965.27402424457
616,114288.7241058538
2680,70245.2174094119
1414,103816.58248667522
289,124945.51851725845
40,250974.75198831657
860,127558.02438250202
409,146716.3670951982
673,152373.76580388704
2427,152963.09666534132
2036,214900.8547270669
2564,143886.69641894466
642,153112.21606707765
1008,185499.33213666006
1908,152350.65709106592
2519,236536.54894606455
1369,92230.79389420964
2855,162153.82184990714
712,80198.8498520088
1943,123184.2039754278
1958,131243.54678895342
107,150614.30843468534
2295,190595.8672963143
704,104325.43936318488
676,127204.5183992037
259,184573.60400701003
93,307232.12806531496
106,247322.4367128534
2315,189795.64175240713
1050,114279.73364287843
1095,213938.69088854993
2709,144614.03708920765
758,143217.28514399938
1496,159352.94688225395
2370,116445.18135343262
2458,285282.99145499
2733,117360.18466004898
161,281305.9348903572
726,139024.1029517577
845,208071.01421838105
947,271102.77797302965
2232,124268.47836588422
2563,156306.41359578795
2299,112302.20148071242
211,97973.37980717442
605,152188.71313384955
1478,195979.89022657898
2247,287400.3200226993
2274,229662.02842039522
2869,180763.56152813983
967,217222.5851365301
2656,107079.7519895035
667,228637.0621372105
1042,109926.88910015064
2023,150205.25252426538
2447,409037.51438296307
2055,118445.20907194435
2275,274195.72268351197
2204,155887.9592499518
1563,272965.3252878317
483,214762.66287698798
796,122976.98869330004
1526,143281.14100182705
2042,163698.37694983077
442,353124.7829495276
1693,308193.8941790662
1468,227232.5044638477
1430,178614.4045659803
2605,163903.94814706175
1529,178454.73721769158
335,141827.89115220256
1287,130784.84267178763
31,99177.3418814847
1785,270394.4692059207
82,156292.10589742064
2620,120336.37950312991
252,189599.59038728493
721,73249.42347679191
2165,172910.87756235813
2316,187756.17729461682
775,130868.66358176093
1558,101973.57468681654
17,228957.54077070975
1022,247196.30508287853
925,109321.79940432003
438,276480.3125085315
1270,135100.66098181912
1272,122790.5217299352
215,137335.63581191062
266,223434.10840253736
2402,265588.72719070007
1250,120711.8028278776
1984,119406.35752159174
1279,131436.93555862308
377,265294.72014392546
1252,140760.2154243437
2156,288225.8127104447
499,353811.8091723307
1374,114327.31202349367
2898,263683.16412173695
401,115321.57338325468
2721,169189.80565678078
2078,239509.34368265723
2589,117440.09924785214
1946,254453.92868801072
1334,113819.52501023724
2781,253021.02677961503
431,422717.3501129765
576,223133.36205438827
1474,212362.12417878085
2254,136187.93608274971
2155,323528.427855497
885,107941.14050010519
643,130629.83066191783
1944,123372.24136459173
480,196396.22339487702
2845,113976.80812679321
2387,324951.39634116815
2407,189273.75010398557
2527,170204.45428429014
2514,128395.94520027969
629,188250.87798511013
80,217188.475204175
1876,135306.0328475463
1546,121068.62127321294
2518,175729.26791502407
2347,170778.392635984
783,198214.63085375194
1322,78719.87456734203
194,79068.47178370747
1770,301198.7290610309
2143,134546.66283570882
1229,222164.93637007932
511,312334.71080417
46,214792.61603118188
1348,163920.04991748987
2465,175919.97851129854
387,234211.3324602459
873,230010.36157823924
1918,122655.44468332914
2764,254430.3652385559
2184,125684.40769006591
934,129579.95336654087
1920,139555.12811238086
2631,152583.33348736138
1768,633522.4903675681
2040,102790.02919864934
1749,214830.48929334545
834,254316.61284815884
1457,241239.04902521166
79,131091.87111278257
2302,125568.49374639877
1817,134324.03826315294
2755,236025.14028112747
359,175403.13293035273
2059,112765.30912000935
2092,257356.34819429598
2516,232427.7106944893
150,112927.64811061608
1656,153501.41823540474
83,99026.14001948212
2411,174975.9765926284
795,87894.82105722942
2312,235784.5637738757
2917,94156.12092640513
1624,176910.17041956482
2215,322624.3060964168
1211,156003.32522934055
1485,157006.07544674797
1024,183880.8794999509
570,198070.58472687926
2874,122505.60507047303
700,126997.53574056836
2756,215478.04404317035
2022,175661.2666550726
583,239203.24276015713
2392,359729.7066091304
2424,189890.50473118856
212,122373.54173352523
736,127285.76026335573
1610,170188.26853281935
890,109667.2131978861
467,181445.37004039346
578,239142.52967689736
1747,191348.23543411345
1149,158391.1772229781
2758,235628.72338957892
857,136262.2456181143
2219,282570.071045343
733,108516.04031154243
2909,110347.01744569917
1798,257127.13440849347
235,114195.53345041917
2366,130890.96884140056
1027,129215.80076913393
1195,135109.01361274894
1303,70487.76412443878
148,194242.29996486777
608,167058.7316709105
2515,185019.0763946091
821,262234.629060696
2500,288577.7412568026
745,110522.19571506337
741,117122.04833844375
1611,146608.70291604628
2532,118866.49481468197
1081,230002.13141880138
1692,418166.23301211034
2520,188540.2376069663
276,120593.83906750694
1992,124667.47486896622
663,67696.79651814103
418,129399.5645436753
1733,177239.23304922922
2359,162561.20918818386
253,178295.32061097858
1518,170619.2690217417
2035,130521.92879894585
2919,90326.89368072979
1540,237672.5623187552
2120,153745.61548120354
1674,163030.4790239417
256,146374.3532893674
2361,103030.2925552736
978,87925.7758351625
2280,144739.26841937378
2095,224359.03627699142
1709,331960.93106629513
2801,251748.8357975791
1246,98677.42106377588
2373,94267.18094385197
1055,292023.5483344979
2017,104452.46831348145
1099,260415.31255372832
1344,88438.26769625607
835,204131.95477701005
1117,203634.81755343074
2043,87247.83329910522
2085,115338.48062438992
410,141247.52820225293
2650,88106.28932154553
2867,158855.46060219282
1668,122997.82295106347
1161,139594.5280834237
2122,169073.1860260569
2539,132018.39554916025
1047,139422.08473753824
1445,126613.73544524035
541,139504.4219361599
569,195752.5326371059
1276,99998.28474068498
918,129321.52528186725
326,168668.33595458764
1936,126703.28421681907
895,98866.20858946611
257,149592.94871314874
1241,181360.35261033505
1545,122249.03651552007
1189,177139.13514301015
270,150755.82154442737
2066,177718.33322289967
693,103822.96174064961
1259,127441.35653883699
2916,147042.34377086133
2321,274222.9921285263
1977,113942.3293531189
1895,150569.30960441238
1240,163122.98869418737
85,151024.8647152609
1823,113629.45968574371
825,305371.1464122503
110,230184.08550967003
697,118517.15876083687
2297,116835.08536270156
1231,131792.63853100006
1355,134592.7318183132
968,366312.9537595452
584,228843.81515671173
1315,118149.77550555274
1606,139534.81263389013
206,114369.83120582937
1685,352496.70832041133
2016,134301.39868689532
869,214636.6200195195
2135,131529.95572713815
2346,189160.31262416343
2430,225306.79732036786
2198,85137.02812464866
2652,113318.56903793785
27,113636.26159266783
241,169961.46884397347
906,131593.11423899772
1506,113720.4669803523
2098,374793.7833275277
1435,230788.5576228872
2213,119238.04522891955
1274,125709.32664298016
743,73858.6959286639
1737,188330.31540775707
2797,295716.8368879248
2185,77451.2755805683
58,163073.0880601201
830,201758.10717297564
808,122018.1565561076
680,149290.70482967276
1153,126249.31456711625
1291,132129.50355289655
1818,172432.7665166014
2161,171832.6805025459
1883,120099.62852993417
350,334881.393657999
2473,152193.71141852107
295,179935.06624015872
293,197523.31344449194
859,134219.3972586466
288,74339.65598369038
1578,141065.10186287318
102,180977.59065030137
2831,159075.0605905195
1030,169212.47321314208
2551,132881.71697308688
1286,138713.08680980554
958,321017.78091721947
776,131175.43291086185
72,218700.56956396694
2263,252175.1428964746
1866,152489.79766875925
2876,74560.21775519868
2146,268807.5028959033
103,163802.6843511496
1500,142547.69046383753
492,201080.84364320684
167,130996.27770871742
2597,122139.47953049441
2685,102432.45550104894
1035,148186.5550170601
1220,71467.2827833005
2602,130103.18565963913
2159,208304.8332599863
695,157963.58844959643
1109,262093.02666784776
640,193364.94374969462
1652,158101.51787916216
2090,210374.50201185438
1188,190210.79971335435
2345,250764.28133674664
1059,408926.10317019594
2751,238776.45100710995
128,206070.3142956901
1523,165973.83149793645
2925,151868.89482668956
2145,320294.20194363303
1121,215646.62414234848
566,280605.29384861956
565,230992.02320665336
1331,132339.86025344007
2928,130731.69329907326
156,142650.66980887542
797,160274.51514729543
327,107397.04885181828
2859,145268.3781217715
1453,117306.02523658577
1762,371483.2777024827
1868,209093.00330986254
1760,191370.08374218235
1113,258286.41058979178
1812,195417.85866010637
117,159375.0496427064
1142,209608.93104548223
2342,384753.77398924425
927,124450.13190824128
2478,194869.95495418942
655,85295.77453172549
2064,117666.2610849065
369,246898.56515018106
2239,114003.65057043431
2732,220833.54978883095
1653,173959.17959224118
959,212346.7557747069
2395,322911.45678103494
1412,126498.87274713178
271,254113.27465335184
1484,156529.695294522
1497,140324.46232376122
552,158000.01482410732
2,122984.67554811505
1855,276880.1157231216
4,264965.76562686224
2292,166547.00909914658
134,129212.41351673419
646,108138.05343390445
42,313356.822591619
532,226667.5204303982
713,107614.1329805436
2561,126447.34932201495
2360,134065.03906153043
1333,128836.20230105123
1407,255577.47982415152
2892,298068.3467866815
574,220085.0677626331
1227,186158.15100389003
2591,251063.14277137176
1476,222446.03851379233
1125,256357.91866507384
1446,127945.26741588411
408,109882.60436144237
1101,307472.93526005326
2251,184741.60604033916
373,213188.6511736353
2554,112632.93883224679
2382,268484.6692004033
1985,78678.68975110538
519,239659.74897191164
1093,193626.25681276698
864,265731.4722595865
2889,159252.0623036271
2308,180521.5696040644
986,160103.56198425926
1302,141447.69314450727
585,166596.55901431397
2708,157941.0435060004
147,133465.14742515306
1441,237115.99944134406
383,171703.7169078705
285,153230.98845560697
181,112714.70019043608
358,169824.8922364958
780,149315.11875000226
258,204502.57462421566
1865,211879.9167689707
692,136526.91906965373
2902,333901.79079607833
508,266488.3376322426
2638,129903.82113907217
36,139035.07352558593
611,174992.28649382075
2281,126416.85476626275
1678,107612.41317858156
1696,446609.68974355934
1557,90820.04622587166
2180,159838.16871135772
1726,202812.35088250454
951,148818.66131555894
267,234732.92108403894
2706,137179.98763151668
2221,225304.29776740551
1357,167668.15560405195
2901,330242.45244815305
347,179033.73700206072
2164,196434.30384128352
1586,325272.48483868083
360,151895.57651861684
1769,245426.3646673016
2617,143428.68618033943
1879,144482.83696848789
991,220017.71396681992
1535,113451.68670039259
1191,139761.0155821356
1579,198424.6696365066
1882,148124.58361403045
1510,114529.32216164083
2196,52343.275337086205
1845,173814.51993608836
2336,390113.9883722259
942,89780.4618804474
861,130098.05936629686
2555,98028.04827390266
1392,132734.92890569128
2099,267358.4303263335
1543,113040.8812409217
948,267198.0944099979
1239,157118.6578105117
22,203020.06193726067
2796,254169.00550684775
2747,188994.59543774568
92,307329.65309851366
210,155388.68112581928
1858,222975.16034990575
2228,167437.78623092308
447,206900.01733356534
827,252352.73882647915
1649,219806.6190923399
682,129712.6151160862
2698,114666.6301131778
494,150007.00167533912
214,100835.0957686636
2441,269140.7264624806
2679,101901.80711472147
1336,115820.08777157227
465,175393.75611663796
1524,125972.61647008944
2543,115908.21450016086
631,127418.97110645882
2452,316910.2637506343
228,161977.5971830795
126,151085.23322611093
1092,220196.3917657074
1122,192706.74517739966
932,200368.76910809817
1980,94117.42694470168
2171,112769.01324373053
551,155502.4765759306
2768,182875.8254760625
2056,114296.63662925275
1159,375758.53628805524
2645,106525.28471798514
1174,161147.90404307088
2266,229795.37254606205
2462,430260.88469927176
1219,146195.2397568769
2922,196061.01113285215
118,142458.9482767979
474,158910.56097813242
2576,153829.48787264698
872,297139.7532164478
1077,205180.3130204241
1536,137982.5247398878
1150,122011.74583526366
2341,316351.0165473644
1931,139748.25448642857
2785,132772.48614520085
2538,128492.39012792015
597,232776.21119198622
464,180909.30974222228
233,233578.91612555625
2169,127272.55453784668
2123,165493.926132591
1867,172394.75404965895
137,275575.14168887516
515,236494.18015779948
933,103939.14575529579
2784,169106.67460865295
972,169233.86799014398
599,158815.92213458524
2614,117071.78975166491
2582,149284.69507588074
1409,163264.66405970702
175,86469.86320575603
352,219902.346252774
976,100347.87052180304
2134,197702.51526045788
984,125467.90496510541
2396,378992.7657735186
1673,138433.24561031198
404,130379.39959129185
607,162598.4631659172
814,171257.0548590997
868,189330.60292867874
2271,182571.02725222794
1633,232001.49793794524
337,209370.91689295362
2765,160740.6897544163
1746,256517.03388824878
368,315181.7031846349
2806,220233.89244042017
1662,199249.6027063634
1234,213100.08741292803
1373,132560.18212157668
1672,112340.39862685125
1939,129766.24561592758
